-0.020248454	-0.0031527851	-0.030527102	0.022389898	0.05470805	0.048363693	0.0060353167	-0.008463328	0.012449868	0.027224915	0.028689932	0.018397646	-0.0056710187	0.10007599	0.0008640832	0.041167382
-0.19848046	0.15155095	-0.013688236	0.17689142	0.24136893	-0.011239522	0.031244723	0.03223941	-0.10166534	-0.06339969	0.10296263	0.29802385	0.022669371	0.23820709	-0.111556	0.16900133
0.015350801	-0.01240143	0.056656312	-0.09791201	-0.06905643	0.001197656	-0.086923845	0.21051489	-0.11512505	0.051439416	0.007939547	-0.12934287	-0.011675931	-0.0674261	-0.016393358	0.081132784
0.105992645	-0.041227642	-0.018791169	-0.03743259	0.0141641265	0.04590414	-0.09646945	-0.017130734	-0.025959868	-0.0022988105	-0.09090772	-0.0593359	-0.100069	-0.058538605	0.07131173	0.038027782
0.028853904	-0.016963022	-0.035993244	0.09123368	0.0033511962	0.023417385	0.06558395	-0.04407232	0.08266177	-0.07885929	0.012384916	-0.009443078	0.039718904	-0.023278145	0.05338636	-0.060018793
0.29334182	-0.10774029	0.3139115	-0.2610678	-0.30053025	0.069726825	-0.15031455	0.36764243	-0.29939896	0.20916545	-0.103791796	-0.30241066	-0.15410753	-0.2135146	-0.09604572	0.13654992
-0.09493413	0.059503604	-0.0026968417	-0.031358983	0.09295292	0.0076715024	-0.05449321	0.0027108055	-0.019425355	-0.006002595	0.005696532	0.10917113	0.009544803	0.119279124	-0.032156687	-0.02380651
0.0066446625	0.030190121	0.046989866	0.0156385	-0.070067145	-0.0046379636	0.07514203	0.008514019	-0.06676122	-0.033317287	0.035644528	-0.018031547	0.11868444	0.07905767	-0.06699126	0.015706342
0.28899467	-0.24331133	0.20527309	-0.21969138	-0.34338486	0.13006622	0.08700132	0.13161048	-0.039459188	0.19347835	-0.12893455	-0.26150912	0.12427677	-0.22756697	0.16966143	-0.18153231
0.053672977	0.10037584	0.10149432	-0.14332873	0.022655968	0.08754882	-0.05806445	0.09657633	-0.18254578	0.12101492	0.01845739	-0.008781054	-0.15210605	0.07079211	-0.14459665	0.15660284
-0.014986892	0.23028971	0.1187291	-0.06634399	0.05163115	0.23757379	0.012445336	-0.26476273	-0.080687	0.19504431	0.2285532	0.25345573	0.028442284	0.16920102	-0.21200842	0.1775634
0.028509924	0.011270343	0.1416673	0.08277811	-0.15766376	0.109652594	0.28018227	-0.14568542	0.045670837	0.080674626	0.13839023	-0.0021297212	0.36639574	-0.05707744	-0.029417275	-0.11303897
0.017696694	-0.21311046	-0.08593131	0.13925219	-0.08043802	-0.09104002	0.1204681	-0.15856539	0.19797967	-0.0684584	-0.12910618	-0.13047147	0.21100734	-0.15890425	0.18057989	-0.20289786
-0.108368255	0.051990833	-0.038058802	0.14203762	0.14216639	-0.06928009	-0.05016354	0.066966146	0.058165494	-0.081752464	0.00021875475	0.08891519	-0.011115703	0.19480284	0.019477744	0.00073930086
-0.2188407	-0.06495052	-0.18168665	0.18124399	0.27172557	-0.20551598	-0.07226289	0.01780999	0.06043368	-0.21120201	-0.0956629	0.19703802	-0.028089596	0.3031974	0.06356378	-0.069046654
-0.24800986	0.08852885	-0.01406845	0.24589318	0.23653084	-0.07459192	0.18894513	0.0057609933	-0.034189444	-0.1112871	0.1858718	0.3249283	0.17825775	0.26791832	-0.064938635	0.018503146
-0.16437744	-0.13593978	-0.1668251	0.26601136	0.0980844	-0.19651517	0.17985977	0.07147332	0.11768778	-0.18502699	-0.048270013	0.11259896	0.21311371	0.17417642	0.1008163	-0.10710395
-0.06973202	-0.054485533	-0.11746439	0.04201549	0.15664345	-0.17110415	-0.19630478	0.10547245	0.018477535	-0.13721985	-0.22702576	0.069388375	-0.16602668	0.099293485	0.10740501	-0.048039965
0.1634737	0.08065842	0.17512761	-0.3532173	0.032329366	-0.056854706	-0.5194227	0.3821028	-0.44778898	0.1580276	-0.10816362	-0.100856565	-0.55626714	-0.0009712323	-0.10352954	0.27527854
0.09425115	0.008116377	-0.009126122	-0.0078012305	-0.07594678	0.19539455	-0.06348595	-0.3608577	0.09188289	0.09592864	-0.06896619	0.044712618	-0.06059943	-0.12072987	0.008581187	-0.060581606
0.12687546	0.07646136	0.10362435	-0.041392874	-0.041360103	0.20349516	-0.071515836	-0.29388276	0.054621622	0.20081386	0.062661014	0.072854735	-0.0022002945	-0.087272875	-0.0021098587	0.04834138
0.07996638	-0.01972113	0.11559568	-0.087772995	-0.1540843	-0.10466759	0.099995114	0.2979984	-0.26705813	-0.03742033	0.07895191	-0.15625915	0.09829233	-0.02878044	-0.04576077	0.09089936
-0.13159955	-0.0113734165	0.09590008	0.10650327	-0.04977836	0.0021869645	0.27860433	-0.007960622	0.03565682	-0.09031194	0.08927953	0.05729619	0.27106422	0.15873028	-0.074783415	-0.120001666
